Iterations, Time, Avg Cost, Best Cost 
291, 1173.21, 3433.14, 2722
292, 1174.97, 3433.3, 2739
293, 1177.95, 3441.79, 2702
294, 1194.02, 3423.01, 2748
295, 1186.08, 3425.73, 2734
296, 1194.77, 3416.55, 2799
297, 1188.61, 3433.57, 2756
298, 1192.1, 3429.64, 2752
299, 1219.97, 3420.93, 2839
300, 1209.45, 3429.47, 2755
